Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Best_Companies,Number_of_employees,MarketCap_March31_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated
879,AMC Networks,AMCX,Media,Entertainment,yes,no,yes,yes,-62.0,no,yes,n/a,no,no,1948,756.0,3097,0.6,8,-97.0,5634,Kristin A. Dolan,U.S.,New York,NY,www.amcnetworks.com,Public,"Market value as of March 31, 2023.",756.0,2023-06-05
880,Five Below,FIVE,Retailing,Specialty Retailers: Other,yes,no,no,yes,-16.0,no,yes,n/a,no,no,14200,11463.0,3076,8.0,262,-6.2,3325,Joel D. Anderson,U.S.,Philadelphia,PA,www.fivebelow.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",11463.0,2023-06-05
881,Stewart Information Services,STC,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,-97.0,no,yes,n/a,no,no,7100,1097.0,3069,-7.2,162,-49.8,2738,Frederick H. Eppinger,U.S.,Houston,TX,www.stewart.com,Public,"Market value as of March 31, 2023.",1097.0,2023-06-05
882,Matador Resources,MTDR,Energy,"Mining, Crude-Oil Production",yes,yes,no,yes,,,,n/a,no,no,360,5674.0,3058,83.9,1214,107.6,5555,Joseph Wm. Foran,U.S.,Dallas,TX,www.matadorresources.com,Public,"Market value as of March 31, 2023.",5674.0,2023-06-05
883,Crescent Energy,CRGY,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,,,,n/a,no,no,870,1888.0,3057,107.0,97,,6020,David C. Rockecharlie,U.S.,Houston,TX,www.crescentenergyco.com,Public,"Market value as of March 31, 2023.",1888.0,2023-06-05
884,Energizer Holdings,ENR,Household Products,Household and Personal Products,no,no,no,no,-58.0,no,yes,n/a,no,no,5500,2479.0,3050,0.9,-232,-243.9,4572,Mark S. LaVigne,U.S.,St. Louis,MO,www.energizerholdings.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",2479.0,2023-06-05
885,Vista Outdoor,VSTO,Business Services,Miscellaneous,yes,no,no,yes,90.0,yes,no,n/a,no,no,6900,1568.0,3045,36.8,473,77.9,2396,Gary L. McArthur,U.S.,Anoka,MN,www.vistaoutdoor.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",1568.0,2023-06-05
886,Moog,MOGA,Aerospace & Defense,Aerospace & Defense,yes,no,no,no,-24.0,no,yes,n/a,no,no,14000,3203.0,3036,6.4,155,-1.3,3432,Patrick J. Roche,U.S.,East Aurora,NY,www.moog.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",3203.0,2023-06-05
887,Verisk Analytics,VRSK,Business Services,Financial Data Services,yes,no,no,no,-58.0,no,yes,n/a,no,no,7000,29680.0,3034,1.2,954,43.2,6961,Lee M. Shavel,U.S.,Jersey City,NJ,www.verisk.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",29680.0,2023-06-05
888,FTI Consulting,FCN,Business Services,Diversified Outsourcing Services,yes,no,no,yes,-6.0,no,yes,n/a,no,no,7635,6695.0,3029,9.1,236,0.2,3241,Steven H. Gunby,U.S.,Washington,DC,www.fticonsulting.com,Public,"Market value as of March 31, 2023.",6695.0,2023-06-05
889,Ensign Group,ENSG,Health Care,Health Care: Medical Facilities,yes,no,no,yes,15.0,yes,no,n/a,no,no,29900,5338.0,3026,15.1,225,15.4,3452,Barry R. Port,U.S.,San Juan Capistrano,CA,www.ensigngroup.net,Public,"Market value as of March 31, 2023.",5338.0,2023-06-05
890,Encore Wire,WIRE,Industrials,"Electronics, Electrical Equip.",yes,no,no,yes,20.0,yes,no,n/a,no,no,1672,3329.0,3018,16.4,718,32.6,2019,Daniel L. Jones,U.S.,McKinney,TX,www.encorewire.com,Public,"Market value as of March 31, 2023.",3329.0,2023-06-05
891,Western Alliance Bancorp.,WAL,Financials,Commercial Banks,yes,no,no,yes,,,,n/a,no,no,3365,3896.0,3016,46.2,1057,17.6,67734,Kenneth A. Vecchione,U.S.,Phoenix,AZ,www.westernalliancebancorporation.com,Public,"Market value as of March 31, 2023.",3896.0,2023-06-05
892,Griffon,GFF,Materials,"Building Materials, Glass",no,no,no,no,27.0,yes,no,n/a,no,no,6200,1831.0,3010,18.4,-192,-341.8,2817,Ronald J. Kramer,U.S.,New York,NY,www.griffon.com,Public,"Includes revenues from discontinued operations. Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",1831.0,2023-06-05
893,MYR Group,MYRG,Engineering & Construction,Engineering & Construction,yes,no,no,yes,29.0,yes,no,n/a,no,no,8500,2100.0,3009,20.4,83,-1.9,1399,Richard S. Swartz,U.S.,Thornton,CO,www.myrgroup.com,Public,"Market value as of March 31, 2023.",2100.0,2023-06-05
894,SkyWest,SKYW,Transportation,Airlines,yes,no,no,no,,,,n/a,no,no,12717,1082.0,3005,10.7,73,-34.8,7415,Russell A. Childs,U.S.,St. George,UT,www.skywest.com,Public,"Market value as of March 31, 2023.",1082.0,2023-06-05
895,ITT,ITT,Industrials,Industrial Machinery,yes,no,no,yes,-9.0,no,yes,n/a,no,no,10300,7146.0,2988,8.1,367,16.0,3780,Luca Savi,U.S.,Stamford,CT,www.itt.com,Public,"Market value as of March 31, 2023.",7146.0,2023-06-05
896,Greenbrier,GBX,Transportation,Transportation Equipment,yes,no,yes,yes,,,,n/a,no,no,14400,1055.0,2978,70.4,47,44.4,3852,Lorie L. Tekorius,U.S.,Lake Oswego,OR,www.gbrx.com,Public,"Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",1055.0,2023-06-05
897,Waters,WAT,Technology,"Scientific, Photographic and Control Equipment",yes,no,no,yes,-20.0,no,yes,n/a,no,no,8200,18251.0,2972,6.7,708,2.2,3282,Udit Batra,U.S.,Milford,MA,www.waters.com,Public,"Market value as of March 31, 2023.",18251.0,2023-06-05
898,AdaptHealth,AHCO,Health Care,Wholesalers: Health Care,yes,no,no,yes,28.0,yes,no,n/a,no,no,10900,1684.0,2971,20.5,69,-55.6,5220,Crispin Teufel,U.S.,Plymouth Meeting,PA,www.adapthealth.com,Public,"Market value as of March 31, 2023.",1684.0,2023-06-05
899,Sun Communities,SUI,Financials,Real estate,yes,no,no,yes,65.0,yes,no,n/a,no,no,7397,17531.0,2970,30.7,242,-36.3,17084,Gary A. Shiffman,U.S.,Southfield,MI,www.suncommunities.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",17531.0,2023-06-05
900,Caleres,CAL,Retailing,Specialty Retailers: Apparel,yes,no,no,yes,-19.0,no,yes,n/a,no,no,7300,771.0,2968,6.9,182,32.6,1837,John W. Schmidt,U.S.,St. Louis,MO,www.caleres.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",771.0,2023-06-05
901,Gannett,GCI,Media,"Publishing, Printing",no,no,no,no,-100.0,no,yes,n/a,no,no,14200,273.0,2945,-8.2,-78,,2394,Michael E. Reed,U.S.,McLean,VA,www.gannett.com,Public,"Market value as of March 31, 2023.",273.0,2023-06-05
902,Hillenbrand,HI,Industrials,Industrial Machinery,yes,no,yes,yes,-42.0,no,yes,n/a,no,no,11000,3298.0,2941,2.7,209,-16.4,3868,Kimberly K. Ryan,U.S.,Batesville,IN,www.hillenbrand.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",3298.0,2023-06-05
903,Hovnanian Enterprises,HOV,Engineering & Construction,Homebuilders,yes,no,no,yes,-24.0,no,yes,n/a,no,no,1866,407.0,2922,5.0,226,-62.9,2562,Ara K. Hovnanian,U.S.,Matawan,NJ,www.khov.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",407.0,2023-06-05
904,Americold Realty Trust,COLD,Financials,Real estate,no,no,no,no,-11.0,no,yes,n/a,no,no,15329,7684.0,2915,7.4,-19,,8105,George F. Chappelle Jr.,U.S.,Atlanta,GA,www.americold.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",7684.0,2023-06-05
905,DexCom,DXCM,Health Care,Medical Products and Equipment,yes,no,no,yes,24.0,yes,no,n/a,no,no,7550,44894.0,2910,18.8,341,120.6,5392,Kevin R. Sayer,U.S.,San Diego,CA,www.dexcom.com,Public,"Market value as of March 31, 2023.",44894.0,2023-06-05
906,New Jersey Resources,NJR,Energy,Utilities: Gas and Electric,yes,no,no,yes,83.0,yes,no,n/a,no,no,1288,5154.0,2906,34.7,275,133.2,6261,Jim Abrahamson,U.S.,Wall,NJ,www.njresources.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",5154.0,2023-06-05
907,V2X,VVX,Aerospace & Defense,Aerospace & Defense,no,no,no,yes,,,,n/a,no,no,15400,1232.0,2891,62.1,-14,-131.3,3233,Charles L. Prow,U.S.,McLean,VA,www.gov2x.com,Public,"Acquired Vertex Cos. and changed name from Vectrus, July 5, 2022. Market value as of March 31, 2023.",1232.0,2023-06-05
908,West Pharmaceutical Services,WST,Health Care,Medical Products and Equipment,yes,no,no,yes,-39.0,no,yes,n/a,no,no,10700,25732.0,2887,2.0,586,-11.5,3617,Eric M. Green,U.S.,Exton,PA,www.westpharma.com,Public,"Market value as of March 31, 2023.",25732.0,2023-06-05
909,Benchmark Electronics,BHE,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,59.0,yes,no,n/a,no,no,11873,834.0,2886,28.0,68,90.7,2227,Jeffrey W. Benck,U.S.,Tempe,AZ,www.bench.com,Public,"Market value as of March 31, 2023.",834.0,2023-06-05
910,Light & Wonder,LNW,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,-128.0,no,yes,n/a,no,no,6100,5465.0,2883,-12.9,3675,890.6,6009,Matthew R. Wilson,U.S.,Las Vegas,NV,www.lnw.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",5465.0,2023-06-05
911,Vertex Energy,VTNR,Energy,Petroleum Refining,no,yes,no,yes,,,,n/a,no,no,497,748.0,2877,981.6,-5,,689,Benjamin P. Cowart,U.S.,Houston,TX,www.vertexenergy.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",748.0,2023-06-05
912,Federated Mutual Insurance,,Financials,Insurance: Property and Casualty (Mutual),yes,no,no,yes,-5.0,no,yes,n/a,no,no,2786,,2858,9.4,408,27.5,11218,Michael G. Kerr,U.S.,Owatonna,MN,www.federatedinsurance.com,Private,"Market value as of March 31, 2021.",,2023-06-05
913,Brookdale Senior Living,BKD,Health Care,Health Care: Medical Facilities,no,no,yes,yes,-22.0,no,yes,n/a,no,no,30600,552.0,2825,2.4,-238,,5937,Lucinda M. Baier,U.S.,Brentwood,TN,www.brookdale.com,Public,"Market value as of March 31, 2023.",552.0,2023-06-05
914,AppLovin,APP,Technology,Computer Software,no,yes,no,yes,-38.0,no,yes,n/a,no,no,1691,5928.0,2817,0.9,-193,-643.8,5848,Adam Foroughi,U.S.,Palo Alto,CA,www.applovin.com,Public,"Market value as of March 31, 2023.",5928.0,2023-06-05
915,Cross Country Healthcare,CCRN,Health Care,Health Care: Pharmacy and Other Services,yes,no,no,yes,,,,n/a,no,no,2700,822.0,2807,67.4,189,42.8,948,John R. Martins,U.S.,Boca Raton,FL,www.crosscountry.com,Public,"Market value as of March 31, 2023.",822.0,2023-06-05
916,Atlassian,TEAM,Technology,Computer Software,no,yes,no,yes,,,,n/a,no,yes,8813,43869.0,2803,34.2,-614,,3361,Michael Cannon-Brookes/Scott Farquhar,U.S.,San Francisco,CA,www.atlassian.com,Public,"Completed the U.S. Domestication to change its publicly traded parent company from a company incorporated under the laws of England and Wales to a Delaware corporation, Sept. 30, 2022. Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",43869.0,2023-06-05
917,Pinterest,PINS,Technology,Internet Services and Retailing,no,no,no,yes,-4.0,no,yes,n/a,no,no,3987,18649.0,2803,8.7,-96,-130.4,3863,William J. Ready,U.S.,San Francisco,CA,investor.pinterestinc.com,Public,"Market value as of March 31, 2023.",18649.0,2023-06-05
918,Bio-Rad Laboratories,BIO,Technology,"Scientific, Photographic and Control Equipment",no,no,no,yes,-68.0,no,yes,n/a,no,no,8200,14101.0,2802,-4.1,-3628,-185.3,13502,Norman D. Schwartz,U.S.,Hercules,CA,www.bio-rad.com,Public,"Market value as of March 31, 2023.",14101.0,2023-06-05
919,Gen Digital,GEN,Technology,Computer Software,yes,no,no,no,-2.0,no,yes,n/a,no,no,2700,10968.0,2796,9.6,836,50.9,6943,Vincent Pilette,U.S.,Tempe,AZ,www.gendigital.com,Public,"Changed name from NortonLifeLock, Nov. 7, 2022. Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",10968.0,2023-06-05
920,Saia,SAIA,Transportation,"Trucking, Truck Leasing",yes,no,no,yes,41.0,yes,no,n/a,no,no,12300,7218.0,2792,22.0,357,41.1,2175,Frederick J. Holzgrefe III,U.S.,Johns Creek,GA,www.saia.com,Public,"Market value as of March 31, 2023.",7218.0,2023-06-05
921,Teleflex,TFX,Health Care,Medical Products and Equipment,yes,no,no,yes,-48.0,no,yes,n/a,no,no,15500,11897.0,2791,-0.7,363,-25.2,6928,Liam J. Kelly,U.S.,Wayne,PA,www.teleflex.com,Public,"Market value as of March 31, 2023.",11897.0,2023-06-05
922,Genesis Energy,GEL,Energy,Pipelines,yes,no,no,yes,72.0,yes,no,n/a,no,no,2099,1380.0,2789,31.2,76,,6366,Grant E. Sims,U.S.,Houston,TX,www.genesisenergy.com,Public,"A partnership. Market value as of March 31, 2023.",1380.0,2023-06-05
923,Viasat,VSAT,Technology,Network and Other Communications Equipment,no,yes,no,yes,44.0,yes,no,n/a,no,no,7000,2585.0,2788,23.6,-16,-520.9,6389,Mark D. Dankberg,U.S.,Carlsbad,CA,www.viasat.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",2585.0,2023-06-05
924,Kirby,KEX,Transportation,Shipping,yes,no,no,yes,47.0,yes,no,n/a,no,no,5200,4183.0,2785,24.0,122,,5555,David W. Grzebinski,U.S.,Houston,TX,www.kirbycorp.com,Public,"Market value as of March 31, 2023.",4183.0,2023-06-05
925,Evercore,EVR,Financials,Securities,yes,no,no,yes,-142.0,no,yes,n/a,no,no,2109,4454.0,2779,-16.0,477,-35.6,3621,John S. Weinberg,U.S.,New York,NY,www.evercore.com,Public,"Market value as of March 31, 2023.",4454.0,2023-06-05
926,Century Aluminum,CENX,Materials,Metals,no,no,no,no,53.0,yes,no,n/a,no,no,1956,923.0,2777,25.5,-14,,1472,Jesse E. Gary,U.S.,Chicago,IL,www.centuryaluminum.com,Public,"Market value as of March 31, 2023.",923.0,2023-06-05
927,BrightView Holdings,BV,Business Services,Diversified Outsourcing Services,yes,no,no,yes,-11.0,no,yes,n/a,no,no,21700,526.0,2775,8.7,14,-69.8,3306,Andrew V. Masterman,U.S.,Blue Bell,PA,www.brightview.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",526.0,2023-06-05
928,Stepan,SCL,Chemicals,Chemicals,yes,no,no,yes,21.0,yes,no,n/a,no,no,2453,2298.0,2773,18.2,147,6.8,2433,Scott R. Behrens,U.S.,Northbrook,IL,www.stepan.com,Public,"Market value as of March 31, 2023.",2298.0,2023-06-05
929,Steelcase,SCS,Household Products,"Home Equipment, Furnishings",yes,no,yes,yes,-20.0,no,yes,n/a,no,no,12250,951.0,2773,6.8,4,-84.7,2261,Sara E. Armbruster,U.S.,Grand Rapids,MI,www.steelcase.com,Public,"Figures are for fiscal year ended Feb. 28, 2022. Market value as of March 31, 2023.",951.0,2023-06-05
930,Advanced Drainage Systems,WMS,Materials,"Building Materials, Glass",yes,no,no,yes,,,,n/a,no,no,5635,6841.0,2769,39.7,271,21.0,2650,D. Scott Barbour,U.S.,Hilliard,OH,www.adspipe.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",6841.0,2023-06-05
931,Allison Transmission Holdings,ALSN,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,9.0,yes,no,n/a,no,no,3500,4172.0,2769,15.3,531,20.1,4671,David S. Graziosi,U.S.,Indianapolis,IN,www.allisontransmission.com,Public,"Market value as of March 31, 2023.",4172.0,2023-06-05
932,NewMarket,NEU,Chemicals,Chemicals,yes,no,no,no,15.0,yes,no,n/a,no,no,2058,3535.0,2765,17.3,280,46.4,2407,Thomas E. Gottwald,U.S.,Richmond,VA,www.newmarket.com,Public,"Market value as of March 31, 2023.",3535.0,2023-06-05
933,Pure Storage,PSTG,Technology,"Computers, Office Equipment",yes,no,no,yes,51.0,yes,no,n/a,no,no,5100,7719.0,2753,26.3,73,,3544,Charles H. Giancarlo,U.S.,Mountain View,CA,www.purestorage.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",7719.0,2023-06-05
934,Cano Health,CANO,Health Care,Health Care: Medical Facilities,no,yes,no,yes,0.0,no,no,n/a,no,no,4365,481.0,2739,70.2,-207,,1929,Mark Kent,U.S.,Miami,FL,www.canohealth.com,Public,"Market value as of March 31, 2023.",481.0,2023-06-05
935,Herc Holdings,HRI,Business Services,Equipment Leasing,yes,no,no,yes,,,,n/a,no,no,6600,3328.0,2739,32.1,330,47.2,5957,Lawrence H. Silber,U.S.,Bonita Springs,FL,www.hercrentals.com,Public,"Market value as of March 31, 2023.",3328.0,2023-06-05
936,Equity Residential,EQR,Financials,Real estate,yes,no,no,no,-8.0,no,yes,n/a,no,no,2400,22716.0,2735,11.0,777,-41.7,20218,Mark J. Parrell,U.S.,Chicago,IL,www.equityapartments.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",22716.0,2023-06-05
937,Toast,TOST,Business Services,Financial Data Services,no,no,no,yes,,,,n/a,no,no,4500,9351.0,2731,60.2,-275,,1761,Christopher P. Comparato,U.S.,Boston,MA,www.toasttab.com,Public,"Market value as of March 31, 2023.",9351.0,2023-06-05
938,FirstCash Holdings,FCFS,Retailing,Specialty Retailers: Other,yes,no,no,yes,,,,n/a,no,no,18000,4415.0,2729,60.6,254,102.9,3905,Rick L. Wessel,U.S.,Fort Worth,TX,www.firstcash.com,Public,"Market value as of March 31, 2023.",4415.0,2023-06-05
939,Webster Financial,WBS,Financials,Commercial Banks,yes,no,no,yes,,,,n/a,no,no,4406,6885.0,2726,115.2,644,57.6,71278,John R. Ciulla,U.S.,Stamford,CT,investors.websterbank.com,Public,"Market value as of March 31, 2023.",6885.0,2023-06-05
940,Primerica,PRI,Financials,"Insurance: Life, Health (stock)",yes,no,no,no,-45.0,no,yes,n/a,no,no,2942,6312.0,2720,0.4,373,-0.1,15349,Glenn J. Williams,U.S.,Duluth,GA,www.primerica.com,Public,"Market value as of March 31, 2023.",6312.0,2023-06-05
941,Agilon health,AGL,Health Care,Health Care: Pharmacy and Other Services,no,no,no,yes,,,,n/a,no,no,747,9812.0,2709,47.2,-107,,1698,Steven J. Sell,U.S.,Austin,TX,www.agilonhealth.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",9812.0,2023-06-05
942,California Resources,CRC,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,,,,n/a,no,no,1060,2737.0,2707,43.3,524,-14.4,3967,Francisco J. Leon,U.S.,Long Beach,CA,www.crc.com,Public,"Market value as of March 31, 2023.",2737.0,2023-06-05
943,Newmark Group,NMRK,Financials,Real estate,yes,no,no,yes,-89.0,no,yes,n/a,no,no,6269,1230.0,2706,-6.9,83,-88.9,3941,Barry M. Gosin,U.S.,New York,NY,www.nmrk.com,Public,"A partnership. Market value as of March 31, 2023.",1230.0,2023-06-05
944,Stericycle,SRCL,Business Services,Waste Management,yes,no,yes,no,-42.0,no,yes,n/a,no,no,15360,4031.0,2705,2.2,56,,5334,Cindy J. Miller,U.S.,Bannockburn,IL,www.stericycle.com,Public,"Market value as of March 31, 2023.",4031.0,2023-06-05
945,F5,FFIV,Technology,Network and Other Communications Equipment,yes,no,no,yes,-37.0,no,yes,n/a,no,no,7054,8023.0,2696,3.6,322,-2.7,5276,Fran?ois Locoh-Donou,U.S.,Seattle,WA,www.f5.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",8023.0,2023-06-05
946,Rollins,ROL,Business Services,Diversified Outsourcing Services,yes,no,no,yes,-16.0,no,yes,n/a,no,no,17515,18493.0,2696,11.2,369,3.4,2122,Jerry E. Gahlhoff Jr.,U.S.,Atlanta,GA,www.rollins.com,Public,"Market value as of March 31, 2023.",18493.0,2023-06-05
947,Stagwell,STGW,Business Services,"Advertising, marketing",yes,no,no,yes,,,,n/a,no,no,11100,2171.0,2688,82.9,27,29.6,3993,Mark Penn,U.S.,New York,NY,www.stagwellglobal.com,Public,"Market value as of March 31, 2023.",2171.0,2023-06-05
948,Guess,GES,Retailing,Specialty Retailers: Apparel,yes,no,no,no,-37.0,no,yes,n/a,no,no,12500,1067.0,2687,3.7,150,-12.7,2425,Carlos E. Alberini,U.S.,Los Angeles,CA,www.guess.com,Public,"Incorporated in the U.S. and headquartered in Switzerland. Its North American headquarters are in Los Angeles, Calif. Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",1067.0,2023-06-05
949,Wolverine World Wide,WWW,Apparel,Apparel,no,no,no,no,-15.0,no,yes,n/a,no,no,4300,1354.0,2685,11.2,-188,-374.5,2493,Christopher E. Hufnagel,U.S.,Rockford,MI,www.wolverineworldwide.com,Public,"Market value as of March 31, 2023.",1354.0,2023-06-05
950,Installed Building Products,IBP,Engineering & Construction,Homebuilders,yes,no,no,yes,,,,n/a,no,no,10300,3228.0,2670,35.6,223,88.1,1779,Jeffrey W. Edwards,U.S.,Columbus,OH,www.installedbuildingproducts.com,Public,"Market value as of March 31, 2023.",3228.0,2023-06-05
951,Patterson-UTI Energy,PTEN,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,,,,n/a,no,no,6500,2500.0,2648,90.9,155,,3144,William A. Hendricks Jr.,U.S.,Houston,TX,www.patenergy.com,Public,"Market value as of March 31, 2023.",2500.0,2023-06-05
952,Portland General Electric,POR,Energy,Utilities: Gas and Electric,yes,no,yes,yes,-10.0,no,yes,n/a,no,no,2873,4373.0,2647,10.5,233,-4.5,10459,Maria M. Pope,U.S.,Portland,OR,www.portlandgeneral.com,Public,"Market value as of March 31, 2023.",4373.0,2023-06-05
953,Korn Ferry,KFY,Business Services,Diversified Outsourcing Services,yes,no,no,yes,,,,n/a,no,no,10779,2712.0,2644,45.2,326,185.1,3465,Gary D. Burnison,U.S.,Los Angeles,CA,www.kornferry.com,Public,"Figures are for fiscal year ended April 30, 2022. Market value as of March 31, 2023.",2712.0,2023-06-05
954,Hawaiian Holdings,HA,Transportation,Airlines,no,no,no,yes,,,,n/a,no,no,7108,471.0,2641,65.4,-240,,4140,Peter R. Ingram,U.S.,Honolulu,HI,www.hawaiianairlines.com,Public,"Market value as of March 31, 2023.",471.0,2023-06-05
955,SBA Communications,SBAC,Financials,Real estate,yes,no,no,yes,2.0,yes,no,n/a,no,no,1834,28206.0,2634,14.1,461,94.2,10585,Jeffrey A. Stoops,U.S.,Boca Raton,FL,www.sbasite.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",28206.0,2023-06-05
